BDF1_YEAST,0.33,0.43,0.64,0.16,0.50,0.00,0.52,0.52,1
BEM1_YEAST,0.49,0.61,0.49,0.25,0.50,0.00,0.50,0.28,2
BET1_YEAST,0.38,0.50,0.37,0.26,0.50,0.00,0.43,0.22,6
BGL2_YEAST,0.69,0.70,0.52,0.36,0.50,0.00,0.46,0.22,4
CYBM_YEAST,0.61,0.72,0.39,0.33,0.50,0.00,0.58,0.22,0
YMC4_YEAST,0.78,0.75,0.40,0.28,0.50,0.00,0.53,0.22,0
BIK1_YEAST,0.64,0.57,0.57,0.27,0.50,0.00,0.37,0.22,2
BOS1_YEAST,0.36,0.58,0.35,0.24,0.50,0.00,0.44,0.22,6
BSD2_YEAST,0.36,0.43,0.39,0.12,0.50,0.00,0.49,0.22,6
BUD5_YEAST,0.47,0.52,0.50,0.40,0.50,0.00,0.41,0.22,2
CAD1_YEAST,0.48,0.23,0.57,0.27,0.50,0.00,0.48,0.47,1
CAP2_YEAST,0.47,0.39,0.55,0.24,0.50,0.00,0.47,0.22,2
CAN1_YEAST,0.44,0.59,0.36,0.16,0.50,0.00,0.52,0.22,6
CAPA_YEAST,0.42,0.35,0.54,0.18,0.50,0.00,0.56,0.22,2
CAPB_YEAST,0.30,0.56,0.55,0.18,0.50,0.00,0.50,0.22,2
ARGI_YEAST,0.65,0.65,0.52,0.16,0.50,0.00,0.60,0.22,2
OAT_YEAST, 0.27,0.60,0.48,0.23,0.50,0.00,0.55,0.22,2
CACP_YEAST,0.45,0.41,0.50,0.46,0.50,0.50,0.50,0.27,8
CAT8_YEAST,0.44,0.52,0.41,0.23,0.50,0.00,0.51,0.22,1
CBF1_YEAST,0.30,0.32,0.57,0.19,0.50,0.00,0.48,0.55,1
CB32_YEAST,0.40,0.44,0.49,0.47,0.50,0.00,0.49,0.27,1
CBF5_YEAST,0.45,0.51,0.50,0.16,0.50,0.00,0.52,1.00,1
CBP1_YEAST,0.45,0.45,0.50,0.60,0.50,0.00,0.49,0.22,0
CBP2_YEAST,0.59,0.67,0.56,0.41,0.50,0.00,0.47,0.22,0
CBP3_YEAST,0.47,0.47,0.57,0.48,0.50,0.00,0.48,0.22,0
CBP4_YEAST,0.35,0.52,0.48,0.22,0.50,0.00,0.26,0.22,0
CBP6_YEAST,0.47,0.41,0.66,0.26,0.50,0.00,0.53,0.22,0
NC5R_YEAST,0.64,0.62,0.29,0.28,0.50,0.00,0.51,0.22,0
CBS1_YEAST,0.55,0.53,0.55,0.46,0.50,0.00,0.52,0.22,0
CBS2_YEAST,0.67,0.62,0.54,0.43,0.50,0.00,0.53,0.22,0
TNT_YEAST, 0.59,0.60,0.49,0.43,0.50,0.00,0.53,0.31,0
ATU1_YEAST,0.54,0.55,0.34,0.31,0.50,0.00,0.54,0.22,6
CCE1_YEAST,0.58,0.62,0.54,0.17,0.50,0.00,0.48,0.22,0
CCL1_YEAST,0.40,0.38,0.53,0.16,0.50,0.00,0.52,0.27,1
CCPR_YEAST,0.46,0.71,0.48,0.53,0.50,0.00,0.53,0.22,0
CCR4_YEAST,0.53,0.51,0.55,0.05,0.50,0.00,0.45,0.25,1
CTPT_YEAST,0.41,0.40,0.59,0.47,0.50,0.00,0.48,0.43,2
CC10_YEAST,0.50,0.64,0.57,0.15,0.50,0.00,0.47,0.22,2
CC11_YEAST,0.40,0.62,0.52,0.31,0.50,0.00,0.49,0.31,2
CC12_YEAST,0.60,0.50,0.57,0.25,0.50,0.00,0.41,0.26,2
CC16_YEAST,0.62,0.51,0.52,0.42,0.50,0.00,0.54,0.27,1
CC23_YEAST,0.35,0.58,0.54,0.16,0.50,0.00,0.51,0.22,1
CC24_YEAST,0.34,0.54,0.50,0.21,0.50,0.00,0.54,0.31,2
CC25_YEAST,0.39,0.58,0.50,0.26,0.50,0.00,0.54,0.59,6
CC27_YEAST,0.48,0.54,0.50,0.17,0.50,0.00,0.53,0.22,1
CDC3_YEAST,0.29,0.32,0.58,0.15,0.50,0.00,0.50,0.30,2
CC31_YEAST,0.47,0.32,0.64,0.30,0.50,0.00,0.63,0.22,1
IF4E_YEAST,0.39,0.47,0.56,0.16,0.50,0.00,0.47,0.22,2
UBC3_YEAST,0.58,0.48,0.51,0.47,0.50,0.00,0.55,0.22,1
NOT2_YEAST,0.64,0.60,0.57,0.19,0.50,0.00,0.43,0.22,1
NOT1_YEAST,0.37,0.46,0.40,0.27,0.50,0.00,0.45,0.22,1
CC4_YEAST, 0.43,0.57,0.53,0.16,0.50,0.00,0.54,0.22,2
CC40_YEAST,0.28,0.37,0.61,0.09,0.50,0.00,0.52,0.55,1
CC42_YEAST,0.59,0.48,0.50,0.14,0.50,0.00,0.45,0.25,2
CAL1_YEAST,0.39,0.55,0.48,0.31,0.50,0.00,0.54,0.29,2
RFC1_YEAST,0.26,0.36,0.47,0.34,0.50,0.00,0.53,0.72,1
CC46_YEAST,0.51,0.34,0.50,0.19,0.50,0.00,0.50,0.22,1
YB52_YEAST,0.58,0.50,0.50,0.12,0.50,0.00,0.48,0.25,1
CC48_YEAST,0.44,0.39,0.53,0.14,0.50,0.00,0.54,0.44,2
CC6_YEAST, 0.41,0.39,0.44,0.34,0.50,0.00,0.48,0.40,1
SYLC_YEAST,0.45,0.43,0.51,0.24,0.50,0.00,0.54,0.33,2
CC68_YEAST,0.36,0.68,0.46,0.16,0.50,0.00,0.53,0.28,1
CC7_YEAST, 0.42,0.31,0.50,0.15,0.50,0.00,0.53,0.22,1
KTHY_YEAST,0.42,0.43,0.56,0.10,0.50,0.00,0.49,0.22,2
DNLI_YEAST,0.67,0.71,0.52,0.65,0.50,0.00,0.53,0.36,1
MCE1_YEAST,0.49,0.47,0.53,0.16,0.50,0.00,0.48,0.27,1
CEM1_YEAST,0.71,0.59,0.48,0.43,0.50,0.00,0.59,0.22,0
RLUB_YEAST,0.40,0.42,0.71,0.21,0.50,0.00,0.54,0.32,2
RLUB_YEAST,0.40,0.42,0.71,0.21,0.50,0.00,0.54,0.32,2
CLH_YEAST, 0.54,0.49,0.49,0.20,0.50,0.00,0.52,0.22,2
CHL1_YEAST,0.42,0.51,0.50,0.12,0.50,0.00,0.52,0.46,1
CHL4_YEAST,0.57,0.51,0.53,0.18,0.50,0.00,0.56,0.25,1
PSS_YEAST, 0.35,0.45,0.43,0.11,0.50,0.00,0.56,0.22,6
PEM1_YEAST,0.42,0.42,0.42,0.20,0.50,0.00,0.49,0.22,6
CHS1_YEAST,0.26,0.50,0.33,0.28,0.50,0.00,0.51,0.22,6
CHS2_YEAST,0.39,0.42,0.38,0.40,0.50,0.00,0.49,0.47,6
CHS3_YEAST,0.26,0.44,0.30,0.11,0.50,0.00,0.51,0.47,6
CIK1_YEAST,0.31,0.44,0.53,0.23,0.50,0.00,0.51,0.32,1
CIN1_YEAST,0.48,0.61,0.44,0.20,0.50,0.00,0.47,0.22,2
CIN4_YEAST,0.66,0.45,0.50,0.23,0.50,0.00,0.49,0.22,2
CIN8_YEAST,0.21,0.41,0.55,0.11,0.50,0.00,0.50,0.27,2
CISY_YEAST,0.38,0.68,0.44,0.45,0.50,0.00,0.53,0.22,0
CISZ_YEAST,0.44,0.38,0.48,0.32,0.50,0.83,0.53,0.22,8
KC21_YEAST,0.31,0.31,0.56,0.33,0.50,0.00,0.52,0.33,1
KC22_YEAST,0.49,0.31,0.49,0.35,0.50,0.00,0.51,0.29,1
KC2C_YEAST,0.38,0.37,0.56,0.21,0.50,0.00,0.49,0.22,1
KICH_YEAST,0.39,0.40,0.53,0.67,0.50,0.00,0.47,0.22,2
CLC1_YEAST,0.24,0.34,0.69,0.18,0.50,0.00,0.52,0.22,2
CG11_YEAST,0.49,0.43,0.51,0.13,0.50,0.00,0.47,0.22,2
CG12_YEAST,0.54,0.38,0.52,0.18,0.50,0.00,0.48,0.22,2
CG13_YEAST,0.43,0.57,0.53,0.53,0.50,0.00,0.53,0.25,2
CALM_YEAST,0.48,0.64,0.61,0.23,0.50,0.00,0.60,0.22,2
KCC1_YEAST,0.31,0.55,0.52,0.17,0.50,0.00,0.52,0.22,2
KCC2_YEAST,0.32,0.57,0.50,0.15,0.50,0.00,0.53,0.22,2
P2B1_YEAST,0.32,0.42,0.52,0.24,0.50,0.00,0.60,0.22,2
P2B2_YEAST,0.59,0.50,0.52,0.28,0.50,0.00,0.55,0.25,2
CALB_YEAST,0.37,0.42,0.51,0.11,0.50,0.00,0.57,0.22,2
CALX_YEAST,0.75,0.70,0.38,0.27,0.50,0.00,0.49,0.22,3
CYB_YEAST, 0.61,0.72,0.31,0.33,0.50,0.00,0.56,0.22,0
COFI_YEAST,0.44,0.42,0.60,0.21,0.50,0.00,0.57,0.22,2
COQ1_YEAST,0.52,0.51,0.51,0.54,0.50,0.00,0.55,0.27,0
COQ2_YEAST,0.63,0.56,0.45,0.58,0.50,0.00,0.51,0.22,0
COQ3_YEAST,0.52,0.56,0.54,0.53,0.50,0.00,0.45,0.22,0
UCR1_YEAST,0.58,0.58,0.58,0.49,0.50,0.00,0.49,0.26,0
COT1_YEAST,0.72,0.62,0.34,0.29,0.50,0.00,0.56,0.28,0
COX1_YEAST,0.72,0.61,0.37,0.30,0.50,0.00,0.57,0.22,0
COXX_YEAST,0.46,0.43,0.38,0.33,0.50,0.00,0.48,0.28,0
COXZ_YEAST,0.57,0.57,0.44,0.37,0.50,0.00,0.52,0.25,0
COXG_YEAST,0.42,0.31,0.62,0.12,0.50,0.00,0.40,0.22,0
COXE_YEAST,0.49,0.46,0.45,0.45,0.50,0.00,0.52,0.22,0
YEX1_YEAST,0.42,0.58,0.41,0.65,0.50,0.00,0.46,0.26,0
COX2_YEAST,0.59,0.61,0.34,0.22,0.50,0.00,0.51,0.22,0
COX3_YEAST,0.52,0.77,0.38,0.34,0.50,0.00,0.51,0.22,0
COX4_YEAST,0.50,0.52,0.60,0.51,0.50,0.00,0.48,0.22,0
COXA_YEAST,0.49,0.60,0.43,0.56,0.50,0.00,0.36,0.22,0
COXB_YEAST,0.50,0.41,0.44,0.50,0.50,0.00,0.42,0.22,0
COX6_YEAST,0.50,0.40,0.56,0.70,0.50,0.00,0.50,0.22,0
COX7_YEAST,0.37,0.58,0.44,0.51,0.50,0.00,0.44,0.22,0
COX8_YEAST,0.55,0.45,0.45,0.54,0.50,0.00,0.50,0.22,0
COX9_YEAST,0.67,0.68,0.46,0.29,0.50,0.00,0.46,0.22,0
CARA_YEAST,0.53,0.51,0.46,0.28,0.50,0.00,0.48,0.22,2
CARB_YEAST,0.35,0.66,0.49,0.21,0.50,0.00,0.54,0.25,2
CYPH_YEAST,0.52,0.40,0.60,0.12,0.50,0.00,0.55,0.22,2
CYPB_YEAST,0.77,0.79,0.58,0.23,0.50,0.00,0.48,0.22,4
CYPC_YEAST,0.47,0.46,0.59,0.49,0.50,0.00,0.56,0.22,0
CYPR_YEAST,0.73,0.83,0.43,0.30,0.50,0.00,0.55,0.22,3
CYPD_YEAST,0.78,0.74,0.58,0.25,1.00,0.00,0.53,0.22,9
CBPS_YEAST,0.70,0.65,0.54,0.28,0.50,0.00,0.60,0.40,7
CPT1_YEAST,0.47,0.54,0.37,0.14,0.50,0.00,0.50,0.22,6
CRM1_YEAST,0.56,0.52,0.48,0.17,0.50,0.00,0.46,0.22,1
R141_YEAST,0.57,0.41,0.59,0.24,0.50,0.00,0.40,0.22,2
R142_YEAST,0.56,0.41,0.58,0.21,0.50,0.00,0.42,0.22,2
CSE1_YEAST,0.58,0.56,0.45,0.12,0.50,0.00,0.51,0.22,1
CSE2_YEAST,0.53,0.38,0.66,0.25,0.50,0.00,0.43,0.22,1
YKE9_YEAST,0.34,0.36,0.54,0.11,0.50,0.00,0.36,0.21,1
CSG2_YEAST,0.69,0.61,0.38,0.27,0.50,0.00,0.52,0.22,5
CATA_YEAST,0.37,0.53,0.60,0.19,0.50,0.50,0.42,0.22,8
CB33_YEAST,0.41,0.45,0.53,0.17,0.50,0.00,0.51,0.25,1
CTK1_YEAST,0.31,0.46,0.54,0.52,0.50,0.00,0.50,0.34,1
CTR1_YEAST,0.36,0.37,0.33,0.14,0.50,0.00,0.57,0.31,6
CHI1_YEAST,0.82,0.78,0.49,0.23,0.50,0.00,0.46,0.22,4
CHI2_YEAST,0.82,0.75,0.54,0.23,0.50,0.00,0.46,0.22,4
CATT_YEAST,0.41,0.51,0.58,0.15,0.50,0.00,0.45,0.27,2
MTC_YEAST, 0.38,0.51,0.75,0.17,0.50,0.00,0.55,0.22,2
MTC_YEAST, 0.38,0.51,0.75,0.17,0.50,0.00,0.55,0.22,2
CYB2_YEAST,0.53,0.44,0.51,0.33,0.50,0.00,0.52,0.22,0
CYC1_YEAST,0.46,0.54,0.71,0.15,0.50,0.00,0.59,0.22,0
CYC2_YEAST,0.40,0.56,0.48,0.14,0.50,0.00,0.47,0.22,0
CCHL_YEAST,0.53,0.53,0.60,0.13,0.50,0.00,0.49,0.22,0
CYC7_YEAST,0.42,0.57,0.72,0.22,0.50,0.00,0.57,0.22,0
RL2A_YEAST,0.45,0.27,0.57,0.36,0.50,0.00,0.52,0.18,2
CYAA_YEAST,0.20,0.26,0.52,0.14,0.50,0.00,0.53,0.44,2
CYS3_YEAST,0.51,0.53,0.55,0.14,0.50,0.00,0.51,0.22,2
CY1_YEAST, 0.44,0.68,0.45,0.51,0.50,0.00,0.52,0.41,0
22_YEAST,0.27,0.39,0.66,0.11,0.50,0.00,0.44,0.22,0
DAL4_YEAST,0.55,0.42,0.34,0.30,0.50,0.00,0.52,0.22,6
DAL5_YEAST,0.34,0.42,0.30,0.23,0.50,0.00,0.53,0.22,6
MASZ_YEAST,0.44,0.53,0.52,0.23,0.50,0.83,0.51,0.22,8
DA80_YEAST,0.59,0.58,0.56,0.21,0.50,0.00,0.54,0.33,1
DA81_YEAST,0.39,0.28,0.46,0.12,0.50,0.00,0.41,0.22,1
DA82_YEAST,0.56,0.43,0.54,0.16,0.50,0.00,0.50,0.22,1
DAP2_YEAST,0.36,0.68,0.38,0.08,0.50,0.00,0.53,0.25,7
DATI_YEAST,0.27,0.36,0.60,0.33,0.50,0.00,0.37,0.31,1
DBF4_YEAST,0.35,0.40,0.59,0.22,0.50,0.00,0.47,0.37,1
DBP1_YEAST,0.42,0.32,0.50,0.21,0.50,0.00,0.51,0.22,1
DBP2_YEAST,0.23,0.20,0.53,0.20,0.50,0.00,0.44,0.22,1
DBR1_YEAST,0.55,0.54,0.56,0.22,0.50,0.00,0.50,0.37,1
DED1_YEAST,0.36,0.24,0.49,0.16,0.50,0.00,0.51,0.22,1
DEP1_YEAST,0.38,0.48,0.59,0.22,0.50,0.00,0.46,0.22,2
DYR_YEAST, 0.80,0.46,0.50,0.15,0.50,0.00,0.53,0.22,2
DYHC_YEAST,0.60,0.56,0.47,0.20,0.50,0.00,0.50,0.38,1
DHH1_YEAST,0.41,0.24,0.54,0.26,0.50,0.00,0.41,0.22,1
DLD1_YEAST,0.47,0.65,0.54,0.62,0.50,0.00,0.53,0.36,0
DMC1_YEAST,0.43,0.39,0.54,0.14,0.50,0.00,0.47,0.22,1
DPB2_YEAST,0.50,0.51,0.52,0.09,0.50,0.00,0.48,0.25,1
DPB3_YEAST,0.53,0.61,0.52,0.21,0.50,0.00,0.55,0.30,1
DPM1_YEAST,0.54,0.42,0.41,0.16,0.50,0.00,0.52,0.22,5
SYDC_YEAST,0.46,0.35,0.53,0.16,0.50,0.00,0.51,0.29,2
DRS1_YEAST,0.46,0.43,0.49,0.79,0.50,0.00,0.49,0.63,1
ATC4_YEAST,0.51,0.55,0.35,0.16,0.50,0.00,0.51,0.47,6
DSS4_YEAST,0.56,0.52,0.55,0.19,0.50,0.00,0.54,0.22,2
TFS2_YEAST,0.61,0.30,0.59,0.12,0.50,0.00,0.49,0.27,1
DUN1_YEAST,0.37,0.53,0.46,0.23,0.50,0.00,0.47,0.22,1
DUR3_YEAST,0.83,0.58,0.33,0.04,0.50,0.00,0.53,0.22,5
EF1B_YEAST,0.39,0.45,0.53,0.18,0.50,0.00,0.54,0.22,2
EF2_YEAST, 0.52,0.54,0.50,0.21,0.50,0.00,0.48,0.30,2
EGD1_YEAST,0.35,0.39,0.57,0.11,0.50,0.00,0.48,0.22,1
ATN2_YEAST,0.36,0.49,0.30,0.22,0.50,0.00,0.52,0.31,6
END2_YEAST,0.78,0.70,0.32,0.23,0.50,0.00,0.53,0.22,3
END3_YEAST,0.55,0.46,0.53,0.11,0.50,0.00,0.52,0.48,2
ENO1_YEAST,0.45,0.56,0.54,0.32,0.50,0.00,0.57,0.22,2
ENO2_YEAST,0.45,0.56,0.53,0.32,0.50,0.00,0.57,0.22,2
EPT1_YEAST,0.29,0.43,0.40,0.15,0.50,0.00,0.53,0.22,6
ERD1_YEAST,0.52,0.75,0.37,0.14,0.50,0.00,0.46,0.22,6
ERD2_YEAST,0.71,0.56,0.39,0.27,0.50,0.00,0.52,0.22,5
ERG1_YEAST,0.58,0.60,0.43,0.12,0.50,0.00,0.55,0.22,6
THIL_YEAST,0.54,0.65,0.49,0.34,0.50,0.00,0.52,0.22,2
CP51_YEAST,0.57,0.59,0.44,0.16,0.50,0.00,0.52,0.22,5
KIME_YEAST,0.59,0.58,0.46,0.19,0.50,0.00,0.56,0.27,2
ERG2_YEAST,0.92,0.61,0.40,0.22,0.50,0.00,0.54,0.22,5
FPPS_YEAST,0.55,0.56,0.45,0.14,0.50,0.00,0.54,0.22,2
ER24_YEAST,0.63,0.61,0.41,0.22,0.50,0.00,0.51,0.22,6
ERG3_YEAST,0.58,0.53,0.38,0.18,0.50,0.00,0.52,0.22,6
ERG4_YEAST,0.36,0.46,0.43,0.19,0.50,0.00,0.48,0.22,6
ERG6_YEAST,0.32,0.47,0.55,0.12,0.50,0.00,0.52,0.22,2
ERG7_YEAST,0.34,0.38,0.45,0.19,0.50,0.00,0.51,0.22,5
ERG8_YEAST,0.62,0.58,0.46,0.13,0.50,0.00,0.53,0.22,2
FDFT_YEAST,0.53,0.68,0.42,0.19,0.50,0.00,0.53,0.22,6
ERS1_YEAST,0.73,0.55,0.41,0.16,0.50,0.00,0.46,0.22,5
ESP1_YEAST,0.55,0.46,0.46,0.31,0.50,0.00,0.58,0.48,1
EST1_YEAST,0.35,0.60,0.47,0.13,0.50,0.00,0.52,0.43,1
EUG1_YEAST,0.77,0.80,0.51,0.40,1.00,0.00,0.54,0.22,9
EXG1_YEAST,0.77,0.87,0.47,0.37,0.50,0.00,0.48,0.22,4
LCF2_YEAST,0.35,0.46,0.49,0.15,1.00,0.00,0.55,0.35,2
FAD1_YEAST,0.43,0.51,0.48,0.14,0.50,0.00,0.50,0.22,2
FAS1_YEAST,0.57,0.61,0.45,0.26,0.50,0.00,0.50,0.22,2
FAS2_YEAST,0.63,0.62,0.42,0.12,0.50,0.00,0.52,0.25,2
COAC_YEAST,0.25,0.40,0.51,0.18,0.50,0.00,0.50,0.27,2
ALF_YEAST, 0.56,0.62,0.53,0.24,0.50,0.00,0.57,0.22,2
F16P_YEAST,0.58,0.60,0.51,0.24,0.50,0.00,0.53,0.22,2
F26_YEAST, 0.71,0.59,0.53,0.15,0.50,0.00,0.49,0.33,2
FCY2_YEAST,0.46,0.35,0.33,0.17,0.50,0.00,0.55,0.22,6
FET3_YEAST,0.54,0.55,0.42,0.22,0.50,0.00,0.48,0.22,6
FET4_YEAST,0.39,0.44,0.28,0.12,0.50,0.00,0.46,0.27,6
FHL1_YEAST,0.33,0.44,0.49,0.08,0.50,0.00,0.48,0.49,1
FLO1_YEAST,0.81,0.82,0.41,0.36,0.50,0.00,0.39,0.22,4
FOX2_YEAST,0.69,0.60,0.51,0.13,0.50,0.83,0.52,0.22,8
